CONTEXT (DO NOT MODIFY),ENGLISH (DO NOT MODIFY),LOCALIZED (EDIT THIS COLUMN)
news:PIMP_BUSTED,Grestin Checkpoint Officer Nabs Mastermind,Grestin Checkpoint Officer Nabs Mastermind
news:PIMP_ESCAPED,Dancers At Grestin Club Found Dead!,Dancers At Grestin Club Found Dead!
news:PIMP_ESCAPED,Newly Immigrated Girls Victims Of Human Trafficking,Newly Immigrated Girls Victims Of Human Trafficking
news:KILLERATHLETE,Republian Track Star Wanted For Murder!,Republian Track Star Wanted For Murder!
news:KILLERATHLETE,Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia,Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia
news:KILLERATHLETE,Vince Lestrade: Profile,Vince Lestrade: Profile
news:KILLERATHLETE,Girlfriend Killed In Jealous Rage?,Girlfriend Killed In Jealous Rage?
news:KILLERATHLETE_DETAINED,Vince Lestrade Apprehended In Grestin!,Vince Lestrade Apprehended In Grestin!
news:KILLERATHLETE_DETAINED,Track Champ Looks Quite Guilty Now,Track Champ Looks Quite Guilty Now
news:KILLERATHLETE_APPROVED,Vince Lestrade Spotted in Arstotzka,Vince Lestrade Spotted in Arstotzka
news:KILLERATHLETE_DENIED,Vince Lestrade Apprehended In Kolechia!,Vince Lestrade Apprehended In Kolechia!
news:DIPLOMAT_FIRST,Kolechia Sends Top-Level Diplomat,Kolechia Sends Top-Level Diplomat
news:DIPLOMAT_FIRST,Normalizing Trade Top Issue,Normalizing Trade Top Issue
news:BUSTED_SPY,Top-level Kolechian Exposed as Arstotzkan Spy!,Top-level Kolechian Exposed as Arstotzkan Spy!
news:BUSTED_SPY,"Missing From Post, Presumed Dead","Missing From Post, Presumed Dead"
news:BUSTED_SPY_GAVEREALDOCS,Kolechia Cleans House - Eliminates Arstotzkan Spies,Kolechia Cleans House - Eliminates Arstotzkan Spies
news:BUSTED_SPY_GAVEREALDOCS,Heroic Agents Compromised,Heroic Agents Compromised
news:BUSTED_SPY_GAVEFAKEDOCS,Kolechia Cleans House - Attacks Its Own!,Kolechia Cleans House - Attacks Its Own!
news:BUSTED_SPY_GAVEFAKEDOCS,Round Of Disappearances Blamed On Faulty Evidence,Round Of Disappearances Blamed On Faulty Evidence
news:FORGERY_NEWS,Theft At Ministry Of Admission!,Theft At Ministry Of Admission!
news:FORGERY_NEWS,Limited Effects - Few Items Stolen,Limited Effects - Few Items Stolen
news:SECRET_SOCIETY,The History of Arstotzka,The History of Arstotzka
news:SECRET_SOCIETY,In Pictures and Words - Mostly Words,In Pictures and Words - Mostly Words
news:CRIMINAL_ACTIVITY,A Criminal's Safe Haven,A Criminal's Safe Haven
news:CRIMINAL_ACTIVITY,Arstotzka Earns Dubious Reputation,Arstotzka Earns Dubious Reputation
news:LOSING_GUARDS,Ministries Fight Over Staff,Ministries Fight Over Staff
news:LOSING_GUARDS,"Qualified Guards, Soldiers In Demand","Qualified Guards, Soldiers In Demand"
news:LOSING_GUARDS,"Consolidation, Reassignment At Border","Consolidation, Reassignment At Border"
news:LOSING_GUARDS,Still Safe With Smaller Detail?,Still Safe With Smaller Detail?
news:RUNNER_AFTER_TRANQ,Grestin Incident Highlights Security Risks,Grestin Incident Highlights Security Risks
news:RUNNER_AFTER_TRANQ,Further Breaches Predicted,Further Breaches Predicted
news:BIKE_ATTACK,Daring Bike Attack At Grestin Checkpoint!,Daring Bike Attack At Grestin Checkpoint!
news:BIKE_ATTACK,Extremists Growing Bolder - Grestin Like Magnet,Extremists Growing Bolder - Grestin Like Magnet
news:BORDER_TARGETED,Can The Wall Hold?,Can The Wall Hold?
news:BORDER_TARGETED,Border Safety Continually Questioned,Border Safety Continually Questioned
news:BIKERUNNER_NEWS,Coordinated Border Breach!,Coordinated Border Breach!
news:BIKERUNNER_NEWS,Unknown Assailants Swamp Security,Unknown Assailants Swamp Security
news:NOSY_JOURNALIST_APPROVED,Arstotzka's Frail Border,Arstotzka's Frail Border
news:NOSY_JOURNALIST_APPROVED,United Fed Reporter Exposes Lax Protocols,United Fed Reporter Exposes Lax Protocols
news:NOSY_JOURNALIST_DENIED,Arstotzka's Iron Border,Arstotzka's Iron Border
news:NOSY_JOURNALIST_DENIED,Int. Media Reveals Entry Visa Bias,Int. Media Reveals Entry Visa Bias
news:IDSUPPLEMENT_INTRO,Another Bomber Slips Through!,Another Bomber Slips Through!
news:IDSUPPLEMENT_INTRO,Immigrant Screening Falls Short,Immigrant Screening Falls Short
news:IDSUPPLEMENT_INTRO,M.O.A. Gets New Director,M.O.A. Gets New Director
news:IDSUPPLEMENT_INTRO,Stricter Protocols Promised at Border,Stricter Protocols Promised at Border
news:WHISTLEBLOWER_SETUP0,Antegria Domestic Spying Exposed!,Antegria Domestic Spying Exposed!
news:WHISTLEBLOWER_SETUP0,Whistleblower On The Run,Whistleblower On The Run
news:WHISTLEBLOWER_SETUP1,Antegrian Whistleblower Denied Asylum In Republia,Antegrian Whistleblower Denied Asylum In Republia
news:WHISTLEBLOWER_SETUP2,Antegrian Whistleblower Turned Away From United Fed,Antegrian Whistleblower Turned Away From United Fed
news:WHISTLEBLOWER_COMING,Antegrian Whistleblower Accepted By Arstotzka,Antegrian Whistleblower Accepted By Arstotzka
news:WHISTLEBLOWER_COMING,Move Risks Angering Neighbors,Move Risks Angering Neighbors
news:WHISTLEBLOWER_IN,Antegrian Whistleblower Arrives - Disappears Immediately,Antegrian Whistleblower Arrives - Disappears Immediately
news:WHISTLEBLOWER_OUT,Antegrian Whistleblower Turned Away - Whereabouts Unknown,Antegrian Whistleblower Turned Away - Whereabouts Unknown
news:IMPOR_UNHAPPY,Impor Protests Unbalanced Trade Restrictions,Impor Protests Unbalanced Trade Restrictions
news:IMPOR_UNHAPPY,Claims Arstotzka Unfairly Taxes Imporian Goods,Claims Arstotzka Unfairly Taxes Imporian Goods
news:IMPOR_SANCTIONS_START,Impor Begins Trade Sanctions!,Impor Begins Trade Sanctions!
news:IMPOR_SANCTIONS_START,Immediately Restricts All Imports From Arstotzka,Immediately Restricts All Imports From Arstotzka
news:IMPOR_SANCTIONS_END,Impor Sanctions End!,Impor Sanctions End!
news:IMPOR_SANCTIONS_END,Over So Fast? What Happened?,Over So Fast? What Happened?
news:SURGERY_SETUP,Breakthrough Spinal Surgery Perfected,Breakthrough Spinal Surgery Perfected
news:SURGERY_SETUP,Only Possible With Arstotzkan Expertise,Only Possible With Arstotzkan Expertise
news:VIRUS_PRIMER,Polio Resurfaces In United Fed,Polio Resurfaces In United Fed
news:VIRUS_PRIMER,Isolated Diagnosis Or Something More?,Isolated Diagnosis Or Something More?
news:VIRUS_BAN_UNITED_FED,Full-blown Epidemic Threatens United Fed!,Full-blown Epidemic Threatens United Fed!
news:VIRUS_BAN_UNITED_FED,"Previously Under Control, Polio Back With Vengeance","Previously Under Control, Polio Back With Vengeance"
news:VIRUS_REQUIRE_CERT,Ministry of Health Acts To Protect Citizens,Ministry of Health Acts To Protect Citizens
news:VIRUS_REQUIRE_CERT,"New Policy, Safeguards At Borders","New Policy, Safeguards At Borders"
news:SERIAL_KILLER,Serial Child Killer Escapes United Fed Prison!,Serial Child Killer Escapes United Fed Prison!
news:SERIAL_KILLER,Simon Wens: An Arstotzkan Native - Returning Home?,Simon Wens: An Arstotzkan Native - Returning Home?
news:SERIAL_KILLER_MURDERED,Bloody Scene In Gennistora!,Bloody Scene In Gennistora!
news:SERIAL_KILLER_MURDERED,Simon Wens Found Dead In Confusing Mess,Simon Wens Found Dead In Confusing Mess
news:EZIC_ATTACK0,Grestin Metro Halted,Grestin Metro Halted
news:EZIC_ATTACK0,"Tunnel Cave-in, Hints At Sabotage","Tunnel Cave-in, Hints At Sabotage"
news:EZIC_ATTACK1_GIFT,Gov't Headquarters In Paradizna Evacuated!,Gov't Headquarters In Paradizna Evacuated!
news:EZIC_ATTACK1_GIFT,"Strange Gas Detected - Staff Safe, Records Missing","Strange Gas Detected - Staff Safe, Records Missing"
news:EZIC_ATTACK1_NOGIFT,Head Minister Of Finance Missing!,Head Minister Of Finance Missing!
news:EZIC_ATTACK1_NOGIFT,"Markets React With Fast Selling, Instability","Markets React With Fast Selling, Instability"
news:POISONING,Mysterious Poison Hospitalizes Several!,Mysterious Poison Hospitalizes Several!
news:POISONING,Unnamed Immigrant Smuggles Deadly Agent,Unnamed Immigrant Smuggles Deadly Agent
news:MARKED_DIPLOMAT,Top-Level Talks Called,Top-Level Talks Called
news:MARKED_DIPLOMAT,Grestin Territory Remains Dividing Issue,Grestin Territory Remains Dividing Issue
news:DIPLOMAT_SWAPPED,Kolechians Are Crazy,Kolechians Are Crazy
news:DIPLOMAT_SWAPPED,Bizarre Behavior From Top Negotiator Spoils Talks,Bizarre Behavior From Top Negotiator Spoils Talks
news:DIPLOMAT_ORIGINAL,A Tentative Understanding,A Tentative Understanding
news:DIPLOMAT_ORIGINAL,Kolechian Talks Establish Common Ground,Kolechian Talks Establish Common Ground
news:TALKS_BREAK_DOWN,Roadblock To Kolechian Resolution,Roadblock To Kolechian Resolution
news:TALKS_BREAK_DOWN,Contested City Drives Wedge,Contested City Drives Wedge
news:BORDER_CLOSING,Grestin Checkpoint Future Uncertain,Grestin Checkpoint Future Uncertain
news:BORDER_CLOSING,"Too Open, Too Soon?","Too Open, Too Soon?"
text:language_code,en,en
text:language_name,ENGLISH,ENGLISH
text:language_author,Author,Author
text:wrap_hyphen,-,-
text:created_by,created by Lucas Pope,created by Lucas Pope
text:papers_please,"Papers, please.","Papers, please."
text:protocol_violated,Protocol Violated.,Protocol Violated.
text:unauth_confiscation,Unauthorized passport confiscation,Unauthorized passport confiscation
text:missing_reason,Denial reason not given,Denial reason not given
text:citation_warning,WARNING ISSUED - NO PENALTY,WARNING ISSUED - NO PENALTY
text:citation_lastwarning,LAST WARNING - NO PENALTY,LAST WARNING - NO PENALTY
text:citation_penalty,PENALTY ASSESSED - $0 CREDITS,PENALTY ASSESSED - $0 CREDITS
text:border_next,NEXT!,NEXT!
text:border_bomber,FOR KOLECHIA!,FOR KOLECHIA!
text:border_comeback,COME BACK AT 6AM TOMORROW,COME BACK AT 6AM TOMORROW
text:border_announce0,ENTRY IS NOT GUARANTEED,ENTRY IS NOT GUARANTEED
text:border_announce1,HAVE YOUR DOCUMENTS READY,HAVE YOUR DOCUMENTS READY
text:border_announce2,ARSTOTZKA WELCOMES YOU,ARSTOTZKA WELCOMES YOU
text:border_guardout,OUT!,OUT!
text:border_elisa,ELISA!,ELISA!
text:family_son_budget,SON,SON
text:family_wife_budget,WIFE,WIFE
text:family_niece_budget,NIECE,NIECE
text:family_uncle_budget,UNCLE,UNCLE
text:family_mil_budget,MIL,MIL
text:family_son_status,Son,Son
text:family_wife_status,Wife,Wife
text:family_niece_status,Niece,Niece
text:family_uncle_status,Uncle,Uncle
text:family_mil_status,Mother-in-law,Mother-in-law
text:family_son_message,son,son
text:family_wife_message,wife,wife
text:family_niece_message,niece,niece
text:family_uncle_message,uncle,uncle
text:family_mil_message,mother-in-law,mother-in-law
text:night_endof,END OF,END OF
text:night_day,DAY $0,DAY $0
text:family_verysick_1,Your $0 will die without medicine.,Your $0 will die without medicine.
text:family_verysick_many,Very sick family members will die without medicine.,Very sick family members will die without medicine.
text:family_sick_1,Your $0 is sick and needs medicine.,Your $0 is sick and needs medicine.
text:family_sick_many,Your family needs medicine.,Your family needs medicine.
text:family_died_1,Your $0 has died.,Your $0 has died.
text:family_died_2,Your $0 and $1 have died.,Your $0 and $1 have died.
text:family_died_3,"Your $0, $1, and $2 have died.","Your $0, $1, and $2 have died."
text:family_died_4,"Your $0, $1, $2, and $3 have died.","Your $0, $1, $2, and $3 have died."
text:family_died_5,"Your $0, $1, $2, $3, and $4 have died.","Your $0, $1, $2, $3, and $4 have died."
text:family_escape_with_0,You leave behind everything.,You leave behind everything.
text:family_escape_with_1,You gather your $0 to leave for Obristan.,You gather your $0 to leave for Obristan.
text:family_escape_with_2,You gather your $0 and $1 to leave for Obristan.,You gather your $0 and $1 to leave for Obristan.
text:family_escape_with_3,"You gather your $0, $1, and $2 to leave for Obristan.","You gather your $0, $1, and $2 to leave for Obristan."
text:family_escape_with_4,"You gather your $0, $1, $2, and $3 to leave for Obristan.","You gather your $0, $1, $2, and $3 to leave for Obristan."
text:family_escape_with_5,"You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","You gather your $0, $1, $2, $3, and $4 to leave for Obristan."
text:family_escape_without_1,Your $0 prepares to return to Nirsk.,Your $0 prepares to return to Nirsk.
text:family_escape_without_2,Your $0 and $1 prepare to return to Nirsk.,Your $0 and $1 prepare to return to Nirsk.
text:family_escape_without_3,"Your $0, $1, and $2 prepare to return to Nirsk.","Your $0, $1, and $2 prepare to return to Nirsk."
text:family_escape_without_4,"Your $0, $1, $2, and $3 prepare to return to Nirsk.","Your $0, $1, $2, and $3 prepare to return to Nirsk."
text:family_escape_without_5,"Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk."
text:family_flee_final_0,Obristan Above All,Obristan Above All
text:family_flee_final_1,The safety of your $0 is unknown.,The safety of your $0 is unknown.
text:family_flee_final_2,The safety of your $0 and $1 is unknown.,The safety of your $0 and $1 is unknown.
text:family_flee_final_3,"The safety of your $0, $1, and $2 is unknown.","The safety of your $0, $1, and $2 is unknown."
text:family_flee_final_4,"The safety of your $0, $1, $2, and $3 is unknown.","The safety of your $0, $1, $2, and $3 is unknown."
text:family_flee_final_5,"The safety of your $0, $1, $2, $3, and $4 is unknown.","The safety of your $0, $1, $2, $3, and $4 is unknown."
text:budget_savings,SAVINGS,SAVINGS
text:budget_salary,SALARY ($0),SALARY ($0)
text:budget_penalties,PENALTIES ($0),PENALTIES ($0)
text:budget_bribes,BRIBES,BRIBES
text:budget_rent,RENT,RENT
text:budget_food,FOOD,FOOD
text:budget_heat,HEAT,HEAT
text:budget_medicine,MEDICINE ($0),MEDICINE ($0)
text:budget_sleep,SLEEP,SLEEP
text:budget_escape,ESCAPE,ESCAPE
text:menu_back,BACK,BACK
text:confirm_ok,OKAY,OKAY
text:confirm_cancel,CANCEL,CANCEL
text:menu_mainmenu,MAIN MENU,MAIN MENU
text:menu_resume,RESUME,RESUME
text:menu_quit,QUIT,QUIT
text:menu_done,DONE,DONE
text:menu_story,STORY,STORY
text:menu_endless,ENDLESS,ENDLESS
text:menu_play,PLAY,PLAY
text:menu_fullscreen,Fullscreen,Fullscreen
text:menu_nudity,Nudity,Nudity
text:menu_easy,Easy Mode,Easy Mode
text:menu_vibration,Vibration,Vibration
text:menu_music,Music,Music
text:menu_sound,Sound,Sound
text:menu_dateformat,Date Format,Date Format
text:menu_language,Language,Language
text:menu_device,Device,Device
text:menu_easytip,+ 20 credits per day,+ 20 credits per day
text:menu_stats,STATS,STATS
text:menu_next,NEXT,NEXT
text:menu_walktowork,WALK TO WORK,WALK TO WORK
text:menu_paused,PAUSED,PAUSED
text:menu_settings,SETTINGS,SETTINGS
text:menu_credits,CREDITS,CREDITS
text:menu_checkforupdates,CHECK FOR UPDATES,CHECK FOR UPDATES
text:stats_text,"Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal"
text:load_title,Select day to continue or start a new game,Select day to continue or start a new game
text:load_confirm_delete_single,"Delete this day $0 save?

There is no undo.","Delete this day $0 save?

There is no undo."
text:load_confirm_delete_multi,"Delete this save branch from day $0 to day $1?

There is no undo.","Delete this save branch from day $0 to day $1?

There is no undo."
text:load_delete,DELETE,DELETE
text:load_confirm_full,"Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","Save tracks full.

Continue from a right-most save or delete a save branch to free up a track."
text:load_summary,"Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt"
text:load_continue,CONTINUE,CONTINUE
text:emotion_happy,HAPPY,HAPPY
text:emotion_ok,OK,OK
text:emotion_sad,SAD,SAD
text:emotion_cold,COLD,COLD
text:emotion_sick,SICK,SICK
text:emotion_verysick,VERY SICK,VERY SICK
text:emotion_dead,DEAD,DEAD
text:emotion_hungry,HUNGRY,HUNGRY
text:load_latest,LATEST,LATEST
text:entry_approved,ENTRY GRANTED,ENTRY GRANTED
text:entry_denied,ENTRY DENIED,ENTRY DENIED
text:stamp_approved,APPROVED,APPROVED
text:stamp_denied,DENIED,DENIED
text:stamp_reason,REASON,REASON
text:booth_dragdocs,DRAG DOCUMENTS HERE,DRAG DOCUMENTS HERE
text:booth_highlight,HIGHLIGHT DISCREPANCIES,HIGHLIGHT DISCREPANCIES
text:booth_discrepancy,"DISCREPANCY
DETECTED","DISCREPANCY
DETECTED"
text:booth_interrogate,INTERROGATE,INTERROGATE
text:booth_matching,"MATCHING
DATA","MATCHING
DATA"
text:booth_nocorrelation,"NO
CORRELATION","NO
CORRELATION"
text:booth_cleared,"DISCREPANCY
CLEARED","DISCREPANCY
CLEARED"
text:env_clearforentry,Applicant clear for entry,Applicant clear for entry
text:env_lettermale,M,M
text:env_letterfemale,F,F
text:env_noalias,No known alias,No known alias
text:env_typochars,"aeiou,iuy,pgq,lj,ck,bh","aeiou,iuy,pgq,lj,ck,bh"
text:carousel_give,GIVE,GIVE
text:carousel_hang,HANG ON WALL,HANG ON WALL
text:carousel_confiscate,CONFISCATE,CONFISCATE
text:endless_complete,"$style
$course

$time
$score Points","$style
$course

$time
$score Points"
text:endless_ranked,Ranked #$0,Ranked #$0
text:endless_unlock,Complete story mode with your job intact to unlock endless mode,Complete story mode with your job intact to unlock endless mode
text:endless_wrongcode,S O R R Y,S O R R Y
text:date_verbose,"$month $day, $year","$month $day, $year"
text:month_1,January,January
text:month_2,February,February
